Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Year
1722,Star Wars Episode III: Revenge of the Sith,XB,LucasArts,The Collective,,1.24,0.82,0.38,,0.04,04th May 05
1723,Transformers: Autobots / Decepticons,DS,Activision,Vicarious Visions,,1.24,1.12,0.03,,0.09,19th Jun 07
1724,Need for Speed Carbon,PS3,Electronic Arts,EA Black Box,7.8,1.24,0.49,0.51,0.03,0.2,17th Nov 06
1725,LEGO Batman 2: DC Super Heroes,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.23,0.5,0.54,,0.19,26th Jun 12
1726,Frogger: The Great Quest,PS2,Konami,Konami,3.0,1.23,0.6,0.47,,0.16,18th Nov 01
1727,Crash Bandicoot: The Wrath of Cortex,XB,Universal Interactive,Traveller's Tales,,1.23,0.59,0.57,,0.07,15th Apr 02
1728,Driv3r,PS2,Atari,Reflections Interactive,,1.23,0.6,0.47,,0.16,21st Jun 04
1729,Guitar Hero: Aerosmith,X360,Activision,Neversoft,,1.23,1.0,0.13,,0.1,29th Jun 08
1730,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,Sony Computer Entertainment,Various,,1.23,0.69,0.47,,0.08,15th Apr 03
1731,2010 FIFA World Cup South Africa,PS3,EA Sports,EA Canada,8.2,1.23,0.3,0.64,0.07,0.22,27th Apr 10
1732,Spongebob Squarepants: Battle for Bikini Bottom,GBA,THQ,Vicarious Visions,,1.23,0.88,0.33,,0.02,31st Oct 03
1733,Vigilante 8,PS,Activision,"Luxoflux, Inc.",,1.23,0.68,0.47,,0.08,31st May 98
1734,Castlevania,NES,Konami,Konami,,1.23,0.54,0.06,0.62,0.01,01st May 87
1735,Kirby Tilt 'n' Tumble,GB,Nintendo,HAL Laboratory,,1.23,0.29,0.17,0.75,0.02,11th Apr 01
1736,Donkey Kong Country 2,GBA,Nintendo,Rare Ltd.,7.6,1.23,0.79,0.27,0.12,0.04,15th Nov 04
1737,Ben 10: Protector of Earth,Wii,D3 Publisher,High Voltage Software,,1.23,0.54,0.55,,0.13,30th Oct 07
1738,Star Wars Battlefront II,PSP,LucasArts,Savage Entertainment,6.9,1.22,1.05,0.06,0.01,0.1,01st Nov 05
1739,Intelligent Qube,PS,Sony Computer Entertainment,Sony Computer Entertainment,7.4,1.22,0.13,0.07,1.0,0.02,30th Sep 97
1740,Game & Watch Gallery 2,GB,Nintendo,Nintendo,,1.22,0.76,0.3,0.12,0.04,15th Jun 98
1741,Game & Watch Gallery 3,GB,Nintendo,Nintendo,,1.22,0.79,0.31,0.08,0.04,16th Apr 99
1742,Pac-Man,NES,Namco,Namco,,1.22,0.27,0.08,0.85,0.02,01st Nov 93
1743,WWE 2K17,PS4,2K Games,Yuke's,,1.22,0.32,0.7,,0.19,11th Oct 16
1744,Parfait: Chocolat Second Style,PS2,Alchemist,Alchemist,,1.22,0.59,0.46,0.01,0.15,29th Jun 06
1745,NBA Live 99,PS,EA Sports,NuFX,8.3,1.22,1.13,0.05,,0.03,31st Oct 98
1746,SimCity 2000,PS,Maxis,Maxis,,1.22,0.68,0.46,,0.08,09th Jul 96
1747,Max Payne,XB,Rockstar Games,neo Software,8.6,1.22,0.98,0.19,,0.05,12th Dec 01
1748,WCW Mayhem,PS,Electronic Arts,Kodiak Interactive,,1.22,0.68,0.46,,0.08,22nd Sep 99
1749,NBA 2K2,PS2,Sega,Visual Concepts,,1.22,0.59,0.46,0.01,0.15,12th Jan 02
1750,NASCAR Thunder 2003,PS2,EA Sports,EA Tiburon,,1.22,0.6,0.46,,0.16,29th Sep 02
1751,Cars,PS2,THQ,Rainbow Studios,,1.21,1.01,0.04,,0.16,06th Jun 06
1752,Fuzion Frenzy,XB,Microsoft,Blitz Games,,1.21,0.93,0.24,,0.04,14th Nov 01
1753,Call of Duty: Finest Hour,XB,Activision,Spark Unlimited,,1.21,0.78,0.4,,0.04,16th Nov 04
1754,Guitar Hero Live,PS4,Activision,FreeStyleGames,,1.21,0.52,0.49,,0.2,20th Oct 15
1755,Medal of Honor: Airborne,PS3,Electronic Arts,EA Los Angeles,,1.21,0.25,0.7,0.03,0.24,19th Nov 07
1756,Bayonetta,PS3,Sega,PlatinumGames,8.6,1.21,0.44,0.4,0.21,0.16,05th Jan 10
1757,Just Dance 4,X360,Ubisoft,Ubisoft,,1.21,0.9,0.19,,0.12,09th Oct 12
1758,Sly Cooper and the Thievius Raccoonus,PS2,Sony Computer Entertainment,Sucker Punch,,1.21,1.03,0.14,,0.04,23rd Sep 02
1759,Star Wars Episode 1: Jedi Power Battles,PS,LucasArts,LucasArts,,1.21,0.66,0.48,0.01,0.06,31st Mar 00
1760,Super Monkey Ball: Banana Blitz,Wii,Sega,Sega,7.3,2.24,1.05,0.91,0.04,0.24,14th Nov 06
1761,The Magical Quest starring Mickey Mouse (all region sales),SNES,Capcom,Capcom,,1.21,0.66,0.17,0.35,0.03,01st Dec 92
1762,Need for Speed Underground,GC,Electronic Arts,EA Black Box,,1.21,0.69,0.48,0.01,0.03,17th Nov 03
1763,FIFA 07 Soccer,PSP,EA Sports,EA Canada,8.0,1.21,0.25,0.64,,0.32,17th Oct 06
1764,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,Majesco,Majesco Games,,1.21,0.87,0.32,,0.02,09th Oct 07
1765,Boom Blox,Wii,Electronic Arts,EA Los Angeles,8.6,1.21,0.71,0.38,0.0,0.12,06th May 08
1766,Cars,PSP,THQ,Locomotive Games,7.4,1.21,0.72,0.28,,0.2,06th Jun 06
1767,FIFA Soccer 11,PSP,EA Sports,HB Studios,7.0,1.21,0.13,0.7,0.01,0.36,28th Sep 10
1768,Test Drive 4,PS,Accolade,Pitbull Syndicate,,1.21,0.67,0.46,,0.08,30th Sep 97
1769,The Sims 2: Castaway,Wii,Electronic Arts,Maxis,,1.21,0.44,0.63,,0.14,23rd Oct 07
1770,World Soccer Winning Eleven 9 (JP & Others sales),PSP,Konami,Konami Computer Entertainment Tokyo,8.0,1.2,0.01,0.88,0.31,,07th Feb 06
1771,The Lord of the Rings: The Fellowship of the Ring,PS2,Black Label Games,Surreal Software,,1.2,0.59,0.46,,0.15,16th Oct 02
1772,ATV Offroad Fury 3,PS2,Sony Computer Entertainment,Climax Group,7.5,1.2,1.0,0.04,,0.16,02nd Nov 04
1773,F1 2011,PS3,Codemasters,Codemasters Birmingham,8.4,1.2,0.12,0.75,0.11,0.23,20th Sep 11
1774,Metal Gear Solid V: Ground Zeroes,PS4,Konami Digital Entertainment,Kojima Productions,7.6,1.2,0.36,0.5,0.17,0.17,18th Mar 14
1775,Minecraft: Story Mode,X360,Mojang,Telltale Games,,1.2,0.67,0.42,,0.11,27th Oct 15
1776,Mad Max (2013),PS4,Warner Bros. Interactive Entertainment,Avalanche Studios,,1.2,0.38,0.59,0.05,0.19,01st Sep 15
1777,Big Beach Sports,Wii,THQ,HB Studios Multimedia,4.9,1.66,0.45,1.02,,0.2,24th Jun 08
1778,Dino Crisis 2,PS,Capcom,Capcom Production Studio 4,8.8,1.21,0.34,0.49,0.28,0.1,29th Sep 00
1779,Disney's Chip 'n Dale: Rescue Rangers,NES,Capcom,Capcom,,1.19,0.68,0.14,0.35,0.02,01st Jun 90
1780,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Atari,Spike / Bandai Namco Games,,3.0,1.15,0.0,0.76,1.09,13th Nov 07
1781,Dragon Ball Z: La Legende Saien,SNES,Bandai,TOSE,,1.2,,,1.2,0.0,01st Jan 94
1782,Final Fantasy IV,DS,Square Enix,Matrix Software,8.5,1.21,0.51,0.04,0.62,0.05,21st Jul 08
1783,Final Fantasy XII: The Zodiac Age,PS4,Square Enix,Square Enix,,1.1,0.37,0.41,0.16,0.15,11th Jul 17
1784,Ganbare Goemon! Karakuri Douchuu,NES,Konami,Konami,,1.2,,,1.2,,30th Jul 86
1785,Kingdom Hearts HD II.5 ReMIX,PS3,Square Enix,Square Enix,,1.25,0.52,0.36,0.19,0.18,02nd Dec 14
1786,NFL 2K,DC,Sega,Visual Concepts,9.7,1.2,1.12,0.05,,0.02,09th Sep 99
1787,Ninja Gaiden,XB,Tecmo,Team Ninja,9.4,1.23,0.92,0.2,0.07,0.04,02nd Mar 04
1788,Shenmue,DC,Sega,Sega-AM2,8.9,1.18,0.52,0.24,0.38,0.04,07th Nov 00
1789,SolarStriker,GB,Nintendo,Nintendo R&D1,,1.2,0.4,0.39,0.36,0.04,01st Jan 90
1790,Sonic and the Black Knight,Wii,Sega,Sonic Team,4.8,1.12,0.66,0.34,0.01,0.11,03rd Mar 09
1791,Sonic Rush Adventure,DS,Sega,Dimps Corporation,,1.16,0.53,0.49,0.01,0.12,18th Sep 07
1792,TwinBee,NES,Konami,Konami,,1.2,,,1.2,,04th Jan 86
1793,WWE 2K14,PS3,2K Sports,Yuke's,7.6,1.2,0.49,0.51,,0.2,29th Oct 13
1794,Enter the Matrix,XB,Atari,Shiny Entertainment,,1.2,0.72,0.43,0.01,0.04,14th May 03
1795,NHL 2002,PS2,EA Sports,EA Canada,,1.2,0.59,0.46,,0.15,24th Sep 01
1796,Shadow of the Colossus,PS4,Sony Interactive Entertainment,Bluepoint Games,9.3,1.2,0.44,0.52,0.05,0.19,06th Feb 18
1797,God of War: Ghost of Sparta,PSP,Sony Computer Entertainment,Ready at Dawn,8.3,1.01,0.41,0.36,0.03,0.21,02nd Nov 10
1798,Nuclear Strike,PS,Electronic Arts,Electronic Arts,,1.19,0.66,0.45,,0.08,31st Aug 97
1799,Mario & Sonic at the London 2012 Olympic Games,3DS,Sega,Sega,6.5,1.19,0.18,0.66,0.27,0.08,14th Feb 12
1800,The Simpsons: Road Rage,GBA,THQ,Altron,,1.19,0.86,0.32,,0.02,30th Jun 03
1801,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,THQ,Vicarious Visions,,1.19,0.92,0.23,,0.04,10th Sep 02
1802,Pro Evolution Soccer 2008,Wii,Konami,Konami,,1.19,0.09,0.84,0.11,0.15,18th Mar 08
1803,Scarface: The World is Yours,PS2,Sierra Entertainment,Radical Entertainment,,1.19,0.99,0.04,,0.16,08th Oct 06
1804,Metal Gear Solid: Portable Ops,PSP,Konami,Kojima Productions,8.7,1.19,0.38,0.35,0.38,0.09,05th Dec 06
1805,Disney Sing It,Wii,Disney Interactive Studios,Zoe Mode,,1.19,0.77,0.31,,0.11,21st Oct 08
1806,Kobe Bryant in NBA Courtside,N64,Nintendo,Left Field Productions,,1.19,1.02,0.13,0.04,0.01,01st Apr 98
1807,The Dukes of Hazzard: Racing for Home,PS,SouthPeak Interactive,Sinister Games,,1.19,0.99,0.16,,0.04,30th Nov 99
1808,WWE SmackDown vs Raw 2008,PSP,THQ,Yuke's Media Creations,7.3,1.19,0.45,0.47,,0.28,13th Nov 07
1809,LEGO Indiana Jones 2: The Adventure Continues,DS,LucasArts,Traveller's Tales,,1.19,0.65,0.43,,0.12,17th Nov 09
1810,Hitman 2: Silent Assassin,XB,Eidos Interactive,IO Interactive,,1.19,0.76,0.38,,0.05,30th Sep 02
1811,Spider-Man: The Movie,GC,Activision,Treyarch,7.6,1.19,0.86,0.27,0.01,0.04,15th Apr 02
1812,Metal Gear Solid VR Missions,PS,Konami,Konami Computer Entertainment Japan,6.8,1.18,0.66,0.45,,0.08,24th Sep 99
1813,LEGO Indiana Jones: The Original Adventures,PSP,LucasArts,Traveller's Tales,7.6,1.18,0.4,0.49,,0.3,03rd Jun 08
1814,LEGO Dimensions,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.18,0.48,0.5,,0.2,27th Sep 15
1815,Pole Position,2600,Atari,Atari,,1.18,1.1,0.07,,0.01,01st Jan 83
1816,LEGO Star Wars III: The Clone Wars,PS3,LucasArts,Traveller's Tales,8.0,1.18,0.52,0.47,,0.19,22nd Mar 11
1817,Donkey Konga,GC,Nintendo,Namco,7.3,1.15,0.5,0.16,0.46,0.03,27th Sep 04
1818,Mario Tennis,GB,Nintendo,Camelot Software Planning,,1.18,0.5,0.18,0.44,0.06,16th Jan 01
1819,Miitopia,3DS,Nintendo,Nintendo EPD,6.6,1.17,0.3,0.54,0.26,0.07,28th Jul 17
1820,Mystery Case Files: MillionHeir,DS,Nintendo,Big Fish Games,7.4,1.27,0.75,0.39,,0.12,08th Sep 08
1821,R.B.I. Baseball 3,NES,Tengen,Namco,,1.18,0.1,,1.08,,01st Jan 91
1822,Resident Evil: Operation Raccoon City,PS3,Capcom,Slant Six Games,,1.18,0.48,0.24,0.36,0.1,20th Mar 12
1823,Tony Hawk's Pro Skater 2,GBA,Activision,Vicarious Visions,8.9,1.18,0.85,0.31,,0.02,30th May 01
1824,LEGO Jurassic World,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.18,0.41,0.56,0.02,0.19,12th Jun 15
1825,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,Level 5,Level 5,,1.18,,,1.18,,01st Oct 09
1826,Medal of Honor: Warfighter,X360,Electronic Arts,Danger Close Games,,1.18,0.61,0.46,0.01,0.1,23rd Oct 12
1827,Red Dead Redemption: Undead Nightmare,PS3,Rockstar Games,Rockstar San Diego,10.0,1.18,0.47,0.45,0.06,0.19,23rd Nov 10
1828,WWE '12,PS3,THQ,"Yuke's Co., Ltd.",9.0,1.18,0.53,0.45,0.02,0.17,22nd Nov 11
1829,Soviet Strike,PS,Electronic Arts,EA Tiburon,,1.17,0.65,0.44,,0.08,31st Oct 96
1830,Gun,PS2,Activision,Neversoft Entertainment,,1.17,0.98,0.04,,0.16,08th Nov 05
1831,Ty the Tasmanian Tiger,PS2,Electronic Arts,Krome Studios,6.2,1.17,0.57,0.45,,0.15,10th Sep 02
1832,Mission: Impossible,N64,Ocean,Infogrames,6.6,1.17,0.74,0.38,0.02,0.03,18th Jul 98
1833,Cabela's Dangerous Hunts,PS2,Activision,Sand Grain Studios,,1.17,0.57,0.45,,0.15,11th Nov 03
1834,WWE SmackDown vs. Raw 2010,PS3,THQ,JAKKS Pacific,8.1,1.17,0.48,0.48,0.01,0.19,20th Oct 09
1835,Cool Boarders 4,PS,989 Studios,Idol Minds Digital Entertainment,,1.17,0.65,0.44,,0.08,01st Jan 99
1836,Army of Two,PS3,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.26,0.02,0.15,07th Mar 08
1837,Rage Racer,PS,Namco,Namco,,1.17,0.16,0.11,0.83,0.08,30th Apr 97
1838,Medal of Honor: Rising Sun,XB,Electronic Arts,EA Los Angeles,,1.17,0.76,0.36,,0.05,11th Nov 03
1839,Destruction Derby 2,PS,Sony Computer Entertainment,Reflections Interactive,,1.17,0.65,0.44,,0.08,31st Oct 96
1840,Sunset Overdrive,XOne,Microsoft Studios,Insomniac Games,8.0,1.16,0.64,0.42,0.0,0.1,28th Oct 14
1841,Midnight Club 3: DUB Edition Remix,PS2,Rockstar Games,Rockstar San Diego,,1.16,0.97,0.04,,0.16,13th Mar 06
1842,WWE 2K15,PS4,2K Sports,Visual Concepts,,1.16,0.4,0.57,,0.19,18th Nov 14
1843,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Ubisoft,Red Storm Entertainment,,1.16,0.57,0.44,,0.15,16th Mar 04
1844,Bushido Blade,PS,Sony Computer Entertainment,Light Weight,8.2,1.16,0.39,0.27,0.43,0.08,30th Sep 97
1845,Your Shape: Fitness Evolved 2012,X360,Ubisoft,Ubisoft Montreal,,1.16,0.7,0.36,,0.1,08th Nov 11
1846,MLB The Show 17,PS4,Sony Interactive Entertainment,SIE San Diego Studio,,1.16,0.94,,,0.22,28th Mar 17
1847,Mirror's Edge,X360,Electronic Arts,EA Digital Illusions CE,7.6,1.16,0.51,0.51,0.01,0.12,11th Nov 08
1848,NASCAR Thunder 2002,PS2,EA Sports,EA Tiburon,,1.16,0.57,0.44,,0.15,15th Oct 01
1849,Jet Force Gemini,N64,Rare,Rare Ltd.,8.1,1.16,0.78,0.28,0.07,0.02,30th Sep 99
1850,Mario Power Tennis,GC,Nintendo,Camelot Software Planning,8.1,1.22,0.58,0.16,0.46,0.03,08th Nov 04
1851,Mega Man X,SNES,Capcom,Capcom,,1.16,0.57,0.08,0.5,0.01,01st Jan 94
1852,Pokken Tournament DX,NS,Nintendo,Namco Bandai Games,8.0,1.71,0.79,0.47,0.32,0.12,22nd Sep 17
1853,Sega Rally Championship,SAT,Sega,Sega-AM3,,1.16,0.21,0.16,0.77,0.02,05th Dec 95
1854,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,Konami,Konami,,1.16,0.84,0.27,,0.05,04th Nov 03
1855,Test Drive: Off Road,PS,Accolade,Motivetime,,1.16,0.65,0.44,,0.08,28th Feb 97
1856,Medal of Honor Heroes 2,PSP,Electronic Arts,Team Fusion,6.6,1.16,0.5,0.39,0.02,0.25,13th Nov 07
1857,Spore,PC,Electronic Arts,Maxis,7.0,1.16,0.03,1.06,,0.07,07th Sep 08
1858,FIFA Soccer 10,PSP,EA Sports,EA Canada,7.9,1.16,0.16,0.68,0.01,0.31,20th Oct 09
1859,Sniper: Ghost Warrior,X360,City Interactive,City Interactive,4.3,1.16,0.54,0.5,,0.12,29th Jun 10
1860,LEGO Star Wars: The Video Game,XB,Eidos Interactive,Traveller's Tales,8.0,1.16,0.83,0.28,,0.05,05th Apr 05
1861,EA Sports Active: More Workouts,Wii,EA Sports,EA Vancouver,7.9,1.16,0.78,0.28,,0.1,17th Nov 09
1862,The Elder Scrolls V: Skyrim,NS,Bethesda Softworks,Bethesda Softworks,8.6,1.15,0.67,0.32,0.06,0.1,17th Nov 17
1863,Worldwide Soccer Manager 2009,PC,Sega,Sports Interactive,,1.15,,1.15,,0.01,18th Nov 08
1864,Gauntlet: Dark Legacy,PS2,Midway Games,Midway Games West,,1.15,0.56,0.44,,0.15,01st May 01
1865,Bad Boys: Miami Takedown,PS2,Crave Entertainment,Blitz Games,,1.15,0.56,0.44,,0.15,14th Sep 04
1866,Kaboom!,2600,Activision,Activision,,1.15,1.07,0.07,,0.01,01st Jan 81
1867,Dragon Quest VIII: Journey of the Cursed King,3DS,Nintendo,Level 5 / Armor Project,8.8,1.15,0.14,0.11,0.88,0.02,20th Jan 17
1868,Ratchet & Clank: All 4 One,PS3,Sony Computer Entertainment,Insomniac Games,7.5,1.15,0.75,0.22,0.05,0.13,18th Oct 11
1869,Derby Stallion III,SNES,ASCII Entertainment,ASCII Entertainment,,1.15,,,1.15,0.0,20th Jan 95
1870,Doraemon,NES,Hudson Soft,Hudson Soft,,1.15,,,1.15,0.0,12th Dec 86
1871,LEGO City Undercover,WiiU,Nintendo,TT Fusion,7.5,1.24,0.5,0.52,0.13,0.09,18th Mar 13
1872,Ninja Gaiden II,X360,Microsoft,Team Ninja,8.2,1.01,0.65,0.22,0.05,0.1,03rd Jun 08
1873,Qix,GB,Nintendo,Taito Corporation,,1.15,0.51,0.2,0.41,0.03,01st May 90
1874,Sonic the Hedgehog (2006),PS3,Sega,Sonic Team,,1.16,0.41,0.06,0.04,0.66,30th Jan 07
1875,High School Musical 2: Work This Out!,DS,Disney Interactive Studios,Artificial Mind and Movement,,1.15,0.5,0.52,,0.13,15th Apr 08
1876,Middle-Earth: Shadow of War,XOne,Warner Bros. Interactive Entertainment,Monolith Productions,,1.15,0.75,0.29,,0.11,10th Oct 17
1877,Lego Marvel Super Heroes,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.15,0.61,0.44,,0.1,22nd Nov 13
1878,Call of Duty 4: Modern Warfare,PC,Activision,Infinity Ward,9.3,1.15,,1.12,,0.03,05th Nov 07
1879,Tak and the Power of Juju,PS2,THQ,Avalanche Software,,1.15,0.56,0.44,,0.15,15th Oct 03
1880,Asteroids,PS,Activision,Syrox Developments,,1.15,0.64,0.43,,0.07,31st Oct 98
1881,Puyo Puyo Sun Ketteiban,PS,Compile,Compile,,1.15,,,1.07,0.07,27th Nov 97
1882,Super Street Fighter IV,PS3,Capcom,Capcom / Dimps Corporation,9.3,1.34,0.68,0.33,0.18,0.15,27th Apr 10
1883,007: Quantum of Solace,PS3,Activision,Treyarch,6.6,1.14,0.43,0.51,0.02,0.19,04th Nov 08
1884,LEGO Star Wars III: The Clone Wars,3DS,LucasArts,Traveller's Tales,6.7,1.14,0.61,0.44,,0.09,27th Mar 11
1885,Action Bass,PS,Take-Two Interactive,Unknown,5.1,1.14,0.64,0.43,,0.07,14th Jul 00
1886,Tenchu: Wrath of Heaven,PS2,Activision,K2 LLC,,1.14,0.44,0.34,0.25,0.11,03rd Mar 03
1887,Shadow of the Colossus,PS2,Sony Computer Entertainment,Team ICO,9.1,1.14,0.78,0.03,0.2,0.13,18th Oct 05
1888,Brave Fencer Musashi,PS,Square,SquareSoft,8.4,1.14,0.25,0.17,0.65,0.07,31st Oct 98
1889,Dance Dance Revolution Extreme 2,PS2,Konami,Konami Computer Entertainment Hawaii,,1.14,0.95,0.04,,0.16,27th Sep 05
1890,Mortal Kombat,X360,Warner Bros. Interactive,NetherRealm Studios,8.3,1.14,0.85,0.19,,0.1,19th Apr 11
1891,Hot Shots Golf: Out of Bounds,PS3,Sony Computer Entertainment,Clap Hanz,8.3,1.14,0.31,0.03,0.76,0.04,18th Mar 08
1892,Commando,NES,Capcom,Capcom,,1.14,0.71,0.16,0.25,0.03,01st Nov 86
1893,Pilotwings,SNES,Nintendo,Nintendo EAD,,1.14,0.46,0.17,0.48,0.02,13th Aug 91
1894,Resident Evil - Code: Veronica,DC,Capcom,Capcom,9.2,1.14,0.41,0.23,0.47,0.03,29th Feb 00
1895,South Park,N64,Acclaim Entertainment,Iguana Entertainment,6.0,1.14,0.9,0.23,,0.02,12th Dec 98
1896,Super R.C. Pro-Am,GB,Nintendo,Rare Ltd.,,1.14,0.58,0.37,0.15,0.04,01st Oct 91
1897,The Lord of the Rings: The Return of the King,XB,Electronic Arts,"Hypnos Entertainment, Inc.",8.8,1.14,0.71,0.38,,0.05,05th Nov 03
1898,Final Fantasy XV,XOne,Square Enix,Square Enix,,1.14,0.72,0.3,0.01,0.11,29th Nov 16
1899,Tales of Destiny,PS,Namco,Wolfteam,6.2,1.04,0.09,0.06,0.83,0.07,30th Sep 98
1900,LEGO Star Wars: The Video Game,GBA,Eidos Interactive,Amaze Entertainment,7.4,1.14,0.82,0.3,,0.02,29th Mar 05
1901,Grand Theft Auto: The Trilogy,PS2,Rockstar Games,Rockstar North,,1.14,,0.51,,0.62,20th Nov 05
1902,LEGO Worlds,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.14,0.21,0.72,0.04,0.17,07th Mar 17
1903,Mobile Suit Gundam: Federation vs. Zeon,PS2,Bandai,Bandai,,1.14,0.12,0.1,0.88,0.03,09th Sep 02
1904,Need for Speed Underground 2,GC,Electronic Arts,EA Black Box,,1.14,0.7,0.39,0.01,0.03,15th Nov 04
1905,MechAssault,XB,Microsoft Game Studios,Day 1 Studios,,1.13,1.01,0.1,,0.03,11th Nov 02
1906,NCAA Football 14,X360,EA Sports,EA Tiburon,7.6,1.13,1.01,,,0.12,09th Jul 13
1907,Derby Stallion 99,PS,ASCII Entertainment,ParityBit,,1.13,,,1.06,0.07,30th Sep 99
1908,Cars,GBA,THQ,Helixe,4.5,1.13,0.81,0.3,,0.02,06th Jun 06
1909,Mirror's Edge,PS3,Electronic Arts,EA Digital Illusions CE,7.7,1.13,0.31,0.59,0.02,0.21,11th Nov 08
1910,Rocksmith,X360,Ubisoft,Ubisoft,8.0,1.13,0.85,0.19,0.01,0.08,18th Oct 11
1911,Plants vs Zombies: Garden Warfare,X360,Electronic Arts,PopCap Games,8.0,1.13,0.54,0.5,0.0,0.09,25th Feb 14
1912,Tom Clancy's Rainbow Six 3: Black Arrow,XB,Ubisoft,Ubisoft Montreal,,1.13,0.99,0.12,,0.02,04th Aug 04
1913,The Elder Scrolls V: Skyrim VR,PS4,Bethesda Softworks,Bethesda Softworks,,1.13,0.47,0.47,0.01,0.19,17th Nov 17
1914,Donkey Kong,NES,Nintendo,Nintendo,,1.13,0.23,0.05,0.84,0.01,01st Jun 86
1915,Resident Evil Director's Cut,PS,Capcom,Capcom,8.3,3.77,1.82,1.24,0.47,0.25,01st Jan 97
1916,The Legend of Zelda: Twilight Princess HD,WiiU,Nintendo,Tantalus Interactive,8.4,1.24,0.67,0.37,0.1,0.1,04th Mar 16
1917,Guitar Hero 5,X360,Activision,Neversoft Entertainment,9.0,1.13,0.65,0.37,,0.11,01st Sep 09
1918,Rocksmith,PS3,Ubisoft,Ubisoft,8.0,1.13,0.53,0.38,0.09,0.13,18th Oct 11
1919,Madden NFL 99,PS,EA Sports,EA Sports,,1.74,1.66,0.04,,0.04,31st Jul 98
1920,Jampack Winter '98,PS,Sony Computer Entertainment,Sony Computer Entertainment America,,1.13,0.63,0.43,,0.07,01st Oct 98
1921,Fight Night Champion,PS3,EA Sports,EA Canada,8.4,1.13,0.45,0.5,,0.18,01st Mar 11
1922,SingStar,PS3,Sony Computer Entertainment,SCEE London Studio,,1.13,0.45,0.56,,0.12,20th May 08
1923,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,Nintendo,ChunSoft,,1.13,0.81,0.3,,0.02,18th Sep 06
1924,ModNation Racers,PS3,Sony Computer Entertainment,United Front Games,8.1,1.13,0.5,0.4,0.06,0.16,25th May 10
1925,Rabbids Go Home,Wii,Ubisoft,Ubisoft Montpellier,8.0,1.13,0.25,0.74,,0.14,03rd Nov 09
1926,Moon Patrol,2600,Atari,Atari,,1.12,1.05,0.06,,0.01,01st Jan 83
1927,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Sony Computer Entertainment,Zipper Interactive,7.9,1.12,1.03,0.0,0.01,0.08,08th Nov 05
1928,Supercar Street Challenge,PS2,Activision,EXAKT Entertainment,,1.12,0.55,0.43,,0.14,22nd Oct 01
1929,Call Of Duty 2: Big Red One,XB,Activision,Treyarch,,1.12,0.66,0.4,,0.05,01st Nov 05
1930,Golden Sun: The Lost Age,GBA,Nintendo,Camelot Software Planning,8.3,1.22,0.61,0.27,0.27,0.07,14th Apr 03
1931,Oshare Majo Love and Berry: DS Collection,DS,Sega,Sega,,1.01,,,1.01,,22nd Nov 06
1932,Pikmin 2,GC,Nintendo,Nintendo EAD,9.1,1.2,0.48,0.13,0.56,0.03,30th Aug 04
1933,Pilotwings 64,N64,Nintendo,Paradigm Entertainment,,1.12,0.56,0.24,0.3,0.02,29th Sep 96
1934,Yoshi's Cookie,NES,Nintendo,Bullet Proof Software,,1.12,0.41,0.06,0.63,0.02,01st Apr 93
1935,Need for Speed: Most Wanted (2012),PSV,Electronic Arts,Criterion Games,,1.12,0.33,0.53,0.01,0.25,30th Oct 12
1936,WWE 2K14,X360,2K Sports,Yuke's,7.6,1.12,0.64,0.38,,0.1,29th Oct 13
1937,The Beatles: Rock Band,PS3,MTV Games,Harmonix Music Systems,8.7,1.12,0.67,0.29,,0.15,09th Sep 09
1938,Guitar Hero 5,PS2,Activision,BudCat Creations,,1.12,0.28,0.3,,0.54,01st Sep 09
1939,Worldwide Soccer Manager 2008,PC,Sega,Sports Interactive,,1.12,,1.12,,0.0,23rd Oct 07
1940,Dragon Age II,X360,Electronic Arts,BioWare Corp.,8.0,1.12,0.72,0.29,0.01,0.09,08th Mar 11
1941,Spider-Man 2,XB,Activision,Treyarch,7.7,1.12,0.82,0.26,,0.04,28th Jun 04
1942,Crackdown 2,X360,Microsoft Game Studios,Ruffian Games,7.5,1.12,0.63,0.36,0.02,0.1,06th Jul 10
