Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Date
629,"Need for Speed: Shift",PS3,"Electronic Arts","Slightly Mad Studios",8.2,2.650,0.690,1.400,0.040,0.520,2009-09-15
630,"Tom Clancy's Splinter Cell",PS2,Ubisoft,Ubisoft,0.0,2.650,1.150,1.110,0.000,0.400,2003-04-08
631,"Donkey Kong Country: Tropical Freeze",NS,Nintendo,"Retro Studios",9.1,1.690,0.710,0.610,0.260,0.120,2018-05-04
632,"Mario & Luigi: Dream Team",3DS,Nintendo,"AlphaDream Corporation",8.0,2.330,0.950,0.750,0.470,0.160,2013-08-11
633,"Star Wars: Shadows of the Empire",N64,Nintendo,LucasArts,0.0,2.650,2.000,0.500,0.120,0.030,1996-12-03
634,"Super Mario Bros. 2 (FDS)",NES,Nintendo,"Nintendo EAD",0.0,2.650,0.000,0.000,2.650,0.000,1986-06-03
635,"Ace Combat 04: Shattered Skies",PS2,Namco,Namco,8.9,3.170,2.060,0.560,0.380,0.170,2001-11-01
636,"Medal of Honor",X360,"Electronic Arts","EA Los Angeles",7.3,2.640,1.580,0.800,0.040,0.220,2010-10-12
637,"NBA 2K12",X360,"2K Sports","Visual Concepts",9.1,2.640,2.320,0.140,0.010,0.170,2011-10-04
638,"Midnight Club: Street Racing",PS2,"Rockstar Games","Angel Studios",0.0,2.630,2.000,0.470,0.020,0.140,2000-10-25
639,"NBA 2K13",PS3,"2K Sports","Visual Concepts",8.9,2.630,1.740,0.460,0.050,0.390,2012-10-02
640,"NBA 2K19",PS4,"2K Sports","Visual Concepts",0.0,2.630,1.690,0.440,0.030,0.470,2018-09-11
641,"ESPN NFL 2K5",PS2,Sega,"Visual Concepts",0.0,2.620,2.150,0.120,0.000,0.360,2004-07-20
642,"Madden NFL 18",PS4,"EA Sports","EA Tiburon",8.2,2.620,1.730,0.420,0.000,0.470,2017-08-25
643,"FIFA Soccer 10",X360,"EA Sports","EA Canada",8.9,2.620,0.600,1.790,0.010,0.230,2009-10-20
644,LittleBigPlanet,PSP,"Sony Computer Entertainment","SCEE Cambridge",8.8,2.610,0.650,1.270,0.010,0.680,2009-11-17
645,"Kirby: Triple Deluxe",3DS,Nintendo,"HAL Laboratory",7.8,2.050,0.740,0.390,0.800,0.110,2014-05-02
646,"Harry Potter and the Chamber of Secrets",PS2,"Electronic Arts","Eurocom Entertainment Software",0.0,2.610,0.900,1.220,0.040,0.440,2002-11-14
647,"Mario Strikers Charged",Wii,Nintendo,"Next Level Games",7.7,2.590,1.050,1.050,0.240,0.240,2007-07-30
648,"Monster Hunter 3G",3DS,Capcom,Capcom,7.6,2.820,0.460,0.320,1.960,0.080,2013-03-19
649,"NieR: Automata",PS4,"Square Enix",PlatinumGames,0.0,1.710,0.560,0.510,0.420,0.220,2017-03-07
650,"Streets of Rage",GEN,Sega,Sega,0.0,2.600,1.860,0.550,0.110,0.080,1990-12-31
651,"Grand Theft Auto: Episodes from Liberty City",X360,"Rockstar Games","Rockstar North",9.0,2.600,1.080,1.220,0.030,0.270,2009-10-29
652,"LEGO Star Wars: The Complete Saga",X360,LucasArts,"Traveller's Tales",0.0,2.590,1.530,0.830,0.000,0.240,2007-11-06
653,"Tom Clancy's The Division",XOne,Ubisoft,"Massive Entertainment",0.0,2.590,1.540,0.820,0.000,0.240,2016-03-08
654,"FIFA Soccer 09",PS3,"Electronic Arts","EA Canada",8.6,2.590,0.490,1.630,0.040,0.430,2008-10-14
655,"NBA Live 2005",PS2,"EA Sports","EA Canada",0.0,2.590,2.030,0.210,0.000,0.350,2004-09-28
656,"WWE SmackDown vs. RAW 2007",PS2,THQ,Yuke's,8.0,2.580,1.400,0.880,0.030,0.260,2006-11-14
657,"Skylanders Giants",Wii,Activision,"Toys for Bob",0.0,2.580,1.490,0.860,0.000,0.230,2012-10-21
658,"Madden NFL 08",PS2,"EA Sports","EA Tiburon",0.0,2.570,2.140,0.080,0.000,0.350,2007-08-14
659,"Clubhouse Games",DS,Nintendo,Agenda,8.3,3.450,0.590,1.800,0.730,0.340,2006-10-09
660,"NBA 2K14",X360,"2K Sports","Visual Concepts",0.0,2.570,2.110,0.190,0.000,0.270,2013-10-11
661,"Hot Shots Golf",PS,"Sony Computer Entertainment","Camelot Software Planning",0.0,2.560,0.260,0.170,2.130,0.000,1998-05-05
662,"Dragon Age: Origins",X360,"Electronic Arts","BioWare Edmonton",8.5,2.560,1.760,0.550,0.030,0.220,2009-11-03
663,"FIFA 16",PS3,"EA Sports","EA Canada",9.0,2.550,0.430,1.680,0.050,0.380,2015-09-22
664,"Pokémon Stadium 2",N64,Nintendo,"HAL Laboratory",7.9,2.730,1.020,0.360,1.130,0.230,2001-03-28
665,"Madden NFL 09",X360,"EA Sports","EA Tiburon",8.5,2.540,2.210,0.120,0.000,0.200,2008-08-12
666,"Crazy Taxi",PS2,"Acclaim Entertainment",Hitmaker,8.2,2.520,1.130,1.120,0.060,0.220,2001-05-14
667,"Tomb Raider (2013)",PS3,"Square Enix","Crystal Dynamics",8.9,2.510,0.600,1.450,0.080,0.380,2013-03-05
668,"Midnight Club: Los Angeles",PS3,"Rockstar Games","Rockstar San Diego",8.3,2.500,1.590,0.540,0.050,0.330,2008-10-20
669,"PES 2009: Pro Evolution Soccer",PS2,Konami,Konami,0.0,2.500,0.130,0.070,0.260,2.050,2008-11-11
670,"Marvel: Ultimate Alliance",X360,Activision,"Raven Software",8.3,2.500,2.290,0.020,0.000,0.190,2006-10-24
671,"Crisis Core: Final Fantasy VII",PSP,"Square Enix","Square Enix",8.1,3.190,1.350,0.600,0.800,0.440,2008-03-25
672,"Dance Central",X360,"MTV Games","Harmonix Music Systems",8.4,3.180,2.150,0.760,0.010,0.260,2010-11-04
673,Diablo,PC,"Blizzard Entertainment","Blizzard Entertainment",8.7,1.590,0.010,1.580,0.000,0.000,1996-11-30
674,"Dragon Ball Z: Budokai 3",PS2,Atari,"Dimps Corporation",0.0,1.940,1.090,0.150,0.650,0.040,2004-11-16
675,"Dragon Quest II",NES,Enix,ChunSoft,0.0,2.560,0.150,0.000,2.410,0.000,1990-09-01
676,"Final Fantasy Tactics",PS,"Sony Computer Entertainment",SquareSoft,8.8,2.450,0.930,0.120,1.340,0.060,1998-01-28
677,"Forza Horizon 3",XOne,"Microsoft Studios","Playground Games",9.0,3.930,1.640,1.960,0.020,0.320,2016-09-27
678,"Warcraft III: The Frozen Throne",PC,"Blizzard Entertainment","Blizzard Entertainment",9.2,1.540,0.580,0.870,0.000,0.090,2003-07-01
679,"Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City",XB,"Rockstar Games","Rockstar North",9.8,2.490,1.840,0.560,0.000,0.090,2003-10-31
680,"NBA 2K15",PS4,"2K Sports","Visual Concepts",0.0,2.490,1.490,0.550,0.010,0.440,2014-10-07
681,"Game Party",Wii,"Midway Games","JGI Entertainment",2.6,2.490,1.470,0.770,0.000,0.240,2007-11-27
682,"Mortal Kombat: Deadly Alliance",PS2,"Midway Games",Midway,8.2,2.490,1.810,0.520,0.000,0.150,2002-11-16
683,"Dark Souls III",PS4,"Namco Bandai Games","From Software",0.0,2.420,1.000,0.630,0.440,0.340,2016-04-12
684,"Mario Party 2",N64,Nintendo,"Hudson Soft",0.0,2.500,1.280,0.140,1.080,0.010,2000-01-24
685,"Saints Row: The Third",PS3,THQ,"Volition Inc.",8.3,2.480,0.860,1.060,0.180,0.370,2011-11-15
686,"Tomb Raider: The Last Revelation",PS,"Eidos Interactive","Core Design Ltd.",0.0,2.480,1.150,1.140,0.060,0.130,1999-11-22
687,"Assassin's Creed Origins",XOne,Ubisoft,"Ubisoft Montreal",0.0,2.470,1.340,0.920,0.000,0.220,2017-10-27
688,Pure,X360,"Disney Interactive Studios","Black Rock Studio",8.3,2.470,1.380,0.840,0.000,0.250,2008-09-16
689,"Rock Band",X360,"MTV Games","Harmonix Music Systems",9.1,2.470,1.930,0.330,0.000,0.210,2007-11-20
690,Minecraft,PSV,"Sony Computer Entertainment America","4J Studios",0.0,2.470,0.220,0.730,1.250,0.270,2014-11-11
691,"Paper Mario: Sticker Star",3DS,Nintendo,"Intelligent Systems",0.0,2.410,1.120,0.490,0.640,0.150,2012-11-11
692,"WarioWare Touched!",DS,Nintendo,"Intelligent Systems",7.8,2.300,0.510,0.450,1.210,0.130,2005-02-14
693,"Resistance 2",PS3,"Sony Computer Entertainment","Insomniac Games",8.5,2.470,1.150,0.840,0.100,0.380,2008-11-04
694,"Madden NFL 16",XOne,"EA Sports","EA Tiburon",8.4,2.470,2.130,0.080,0.000,0.260,2015-08-25
695,"Mario Party 4",GC,Nintendo,"Hudson Soft",7.0,2.470,1.130,0.360,0.920,0.070,2002-10-21
696,"Dying Light",PS4,"Warner Bros. Interactive",Techland,0.0,2.450,1.180,0.740,0.130,0.400,2015-01-27
697,"LEGO Harry Potter: Years 1-4",Wii,"Warner Bros. Interactive","Traveller's Tales",7.9,2.450,1.290,0.940,0.000,0.220,2010-06-29
698,"uDraw Studio",Wii,THQ,"Pipeworks Software, Inc.",0.0,2.440,1.650,0.580,0.000,0.210,2010-11-14
699,"Madden NFL 17",XOne,"EA Sports","EA Tiburon",8.1,2.440,2.140,0.040,0.000,0.260,2016-08-23
700,"Twisted Metal 2",PS,"Sony Computer Entertainment",SingleTrac,8.7,2.440,2.120,0.250,0.000,0.070,1996-10-31
701,"The Sims: Bustin' Out",PS2,"Electronic Arts",Maxis,0.0,2.430,1.070,1.190,0.000,0.180,2003-12-15
702,"Need for Speed Carbon: Own the City",PSP,"Electronic Arts","EA Black Box",7.4,2.420,0.870,0.970,0.000,0.580,2006-10-31
703,"Ice Hockey",NES,Nintendo,Nintendo,0.0,2.420,1.270,0.320,0.780,0.050,1988-03-01
704,"Sonic Adventure",DC,Sega,"Sonic Team",8.9,2.420,1.260,0.610,0.460,0.080,1999-09-09
705,"Tom Clancy's Rainbow Six: Vegas 2",X360,Ubisoft,"Ubisoft Montreal",8.2,2.420,1.560,0.610,0.020,0.230,2008-03-18
706,"God of War Collection",PS3,"Sony Computer Entertainment","Bluepoint Games",9.2,2.600,1.700,0.450,0.060,0.400,2009-11-17
707,"Kinect: Disneyland Adventures",X360,"Microsoft Studios","Frontier Developments",8.5,2.410,1.730,0.430,0.020,0.230,2011-11-15
708,"Pro Evolution Soccer 2011",PS3,Konami,Konami,6.0,2.410,0.290,1.180,0.540,0.410,2010-10-05
709,"ATV Offroad Fury",PS2,"Sony Computer Entertainment","Rainbow Studios",8.4,2.410,2.070,0.260,0.000,0.080,2001-02-05
710,"Pokémon Colosseum",GC,Nintendo,"Genius Sonority Inc.",7.0,2.540,1.210,0.570,0.700,0.070,2004-03-22
711,"NBA 2K16",XOne,"2K Sports","Visual Concepts",8.3,2.410,2.010,0.150,0.000,0.250,2015-09-29
712,"Halo: Combat Evolved Anniversary",X360,"Microsoft Studios","343 Industries",8.0,2.410,1.440,0.710,0.040,0.220,2011-11-15
713,"Need for Speed: ProStreet",PS2,"Electronic Arts","EA Black Box",0.0,2.410,0.690,0.000,0.040,1.680,2007-11-13
714,"Tetris Plus",PS,Jaleco,"Atlus Co.",0.0,2.400,2.100,0.240,0.000,0.070,1996-10-18
715,"Forza Motorsport 5",XOne,"Microsoft Studios","Turn 10 Studios",0.0,2.400,1.280,0.900,0.010,0.210,2013-11-22
716,"Midnight Club: Los Angeles",X360,"Rockstar Games","Rockstar San Diego",8.0,2.400,1.720,0.450,0.010,0.220,2008-10-20
717,"Command & Conquer: Tiberian Sun",PC,"Westwood Studios","Westwood Studios",0.0,1.550,1.550,0.000,0.000,0.000,1999-08-24
718,"Dino Crisis",PS,Capcom,"Capcom Production Studio 4",8.9,2.410,0.810,0.760,0.700,0.140,1999-08-31
719,"Final Fantasy V",SNES,Square,SquareSoft,7.5,2.450,0.000,0.000,2.430,0.020,1992-12-06
720,"Monster Hunter Freedom 2",PSP,Capcom,Capcom,7.6,2.580,0.370,0.270,1.750,0.180,2007-08-29
721,"Naruto Shippuden: Ultimate Ninja Storm 4",PS4,"Namco Bandai Games",CyberConnect2,0.0,1.540,0.710,0.470,0.120,0.240,2016-02-09
722,"Pro Wrestling",NES,Nintendo,"TRY Corporation",0.0,2.400,0.770,0.180,1.420,0.030,1987-03-01
723,"Theme Hospital",PC,"Electronic Arts","Bullfrog Productions",5.5,2.400,2.300,0.100,0.000,0.000,1997-03-31
724,"Madden NFL 11",PS3,"EA Sports","EA Tiburon",8.4,2.400,2.050,0.150,0.000,0.200,2010-08-10
725,"Batman: Arkham Origins",PS3,"Warner Bros. Interactive Entertainment","Warner Bros. Interactive Entertainment",0.0,2.400,1.080,0.880,0.040,0.400,2013-10-25
726,"Frogger's Adventures: Temple of the Frog",GBA,Konami,Konami,6.7,2.390,2.150,0.180,0.000,0.070,2001-10-24
727,"Zumba Fitness",X360,Majesco,"Pipeworks Software, Inc.",0.0,2.390,1.740,0.450,0.000,0.200,2010-11-18
728,"Mario & Sonic at the London 2012 Olympic Games",Wii,Sega,Sega,6.8,3.720,1.120,1.900,0.270,0.430,2011-11-15
729,Monopoly,PC,"Hasbro Interactive",Unknown,0.0,2.390,1.490,0.810,0.000,0.100,1995-01-01
730,"Mortal Kombat II (US & Others sales)",GEN,"Acclaim Entertainment","Probe Entertainment Limited",0.0,2.390,1.780,0.530,0.000,0.080,1994-01-01
731,"Dead Island",X360,"Deep Silver",Techland,7.0,2.380,1.480,0.700,0.000,0.210,2011-09-06
732,ARMS,NS,Nintendo,"Nintendo EPD",7.9,1.990,0.900,0.480,0.470,0.140,2017-06-16
733,"WCW/nWo Revenge",N64,THQ,"Aki Corp.",0.0,2.380,1.940,0.390,0.030,0.020,1998-10-26
734,"Ratchet & Clank (2016)",PS4,"Sony Interactive Entertainment","Insomniac Games",0.0,2.380,0.970,0.970,0.060,0.390,2016-04-12
735,"Yu-Gi-Oh! The Duelists of the Roses",PS2,Konami,Konami,0.0,2.380,1.160,0.910,0.000,0.300,2003-02-16
736,"Madden NFL 08",X360,"EA Sports","EA Tiburon",8.7,2.370,2.180,0.010,0.000,0.180,2007-08-14
737,"The Incredibles",PS2,THQ,"Heavy Iron Studios",5.9,2.370,0.960,1.080,0.040,0.300,2004-10-31
738,"Tony Hawk's Underground 2",PS2,Activision,"Neversoft Entertainment",0.0,2.370,1.250,0.860,0.010,0.260,2004-10-04
739,"Yokai Watch Blasters: Red Cat Corps / White Dog Squad",3DS,Nintendo,"Level 5",0.0,2.440,0.070,0.050,2.300,0.010,2018-09-07
740,"Madden NFL 10",PS3,"EA Sports","EA Tiburon",8.5,2.370,2.030,0.130,0.000,0.210,2009-08-14
741,"Uncharted: The Lost Legacy",PS4,"Sony Interactive Entertainment","Naughty Dog",0.0,2.370,0.580,1.380,0.040,0.360,2017-08-22
742,"Sonic's Ultimate Genesis Collection",PS3,Sega,"Backbone Entertainment",8.1,2.360,1.390,0.640,0.000,0.330,2009-02-10
743,"Kirby's Dream Land 2",GB,Nintendo,"HAL Laboratory",0.0,2.360,0.690,0.140,1.480,0.050,1995-05-01
744,"Pokémon Mystery Dungeon: Red Rescue Team",GBA,Nintendo,ChunSoft,0.0,2.060,0.710,0.520,0.740,0.080,2006-09-18
745,"Destiny 2",XOne,Activision,Bungie,0.0,2.350,1.660,0.470,0.000,0.230,2017-09-06
746,"Donkey Kong Land 2",GB,Nintendo,"Rare Ltd.",0.0,2.350,1.390,0.480,0.400,0.080,1996-09-01
747,"Dragon Quest Monsters",GB,"Eidos Interactive",TOSE,0.0,2.350,0.000,0.000,2.340,0.010,1999-12-31
748,"Pokémon Ranger: Shadows of Almia",DS,Nintendo,"HAL Laboratory",6.7,2.280,0.940,0.540,0.620,0.180,2008-11-10
749,"The Legend of Zelda: The Wind Waker",WiiU,Nintendo,"Nintendo EAD",9.3,2.080,1.040,0.730,0.150,0.170,2013-10-04
750,"WarioWare: Smooth Moves",Wii,Nintendo,"Intelligent Systems",8.2,2.890,0.860,1.050,0.730,0.260,2007-01-15
751,"LEGO Indiana Jones: The Original Adventures",Wii,LucasArts,"Traveller's Tales",7.8,2.350,1.510,0.620,0.000,0.220,2008-06-03
752,"Lego Marvel Super Heroes",X360,"Warner Bros. Interactive Entertainment","Traveller's Tales",0.0,2.340,1.260,0.870,0.000,0.210,2013-10-22
753,"WWE SmackDown vs Raw 2008",PS2,THQ,"Yuke's Media Creations",0.0,2.340,0.920,0.000,0.010,1.410,2007-11-13
754,"Dragon Age: Inquisition",PS4,"Electronic Arts","BioWare Edmonton",0.0,2.340,1.070,0.800,0.080,0.380,2014-11-18
755,"Kinect Sports: Season Two",X360,"Microsoft Studios","Rare Ltd.",6.6,2.330,1.380,0.720,0.020,0.210,2011-10-25
756,"Madden NFL 25",X360,"EA Sports","EA Tiburon",7.8,2.330,2.020,0.070,0.000,0.250,2013-08-27
757,"Art Academy",DS,Nintendo,"Headstrong Games",6.8,2.520,0.260,1.660,0.330,0.270,2010-10-25
758,"My Fitness Coach",Wii,Ubisoft,Ubisoft,7.1,2.320,1.180,0.900,0.000,0.240,2008-12-02
759,"Assassin's Creed IV: Black Flag",XOne,Ubisoft,"Ubisoft Montreal",8.3,2.320,1.510,0.590,0.000,0.220,2013-11-22
760,"Mario Super Sluggers",Wii,Nintendo,"Bandai Namco Games / NOW Production",6.7,1.890,1.480,0.000,0.290,0.130,2008-08-25
761,"Mario Tennis",N64,Nintendo,"Camelot Software Planning",8.8,2.320,0.780,0.400,1.060,0.070,2000-08-28
762,"Grand Theft Auto",PS,"Take-Two Interactive","DMA Design",6.0,2.320,0.790,1.350,0.040,0.140,1998-06-30
763,"James Bond 007: Everything or Nothing",PS2,"Electronic Arts","EA Redwood Shores",0.0,2.310,0.850,1.060,0.090,0.320,2004-02-17
764,"Need for Speed: High Stakes",PS,"Electronic Arts","EA Canada",0.0,2.310,1.580,0.640,0.000,0.090,1999-03-01
765,"Fire Emblem: Awakening",3DS,Nintendo,"Intelligent Systems",9.0,2.100,0.900,0.500,0.560,0.140,2013-02-04
766,"Mario Paint",SNES,Nintendo,"Intelligent Systems",0.0,2.750,1.430,0.540,0.710,0.070,1992-05-05
767,"The Sims 3",X360,"Electronic Arts","The Sims Studio",8.0,2.310,1.280,0.820,0.000,0.200,2010-10-26
768,"Cool Boarders 3",PS,"989 Studios","Idol Minds Digital Entertainment",0.0,2.310,1.650,0.460,0.100,0.100,1998-10-28
769,"LEGO Star Wars: The Complete Saga",PS3,LucasArts,"Traveller's Tales",8.0,2.310,1.020,0.930,0.000,0.360,2007-11-06
770,"Chrono Trigger",SNES,Square,SquareSoft,8.8,2.310,0.280,0.000,2.020,0.010,1995-09-27
771,Daxter,PSP,"Sony Computer Entertainment","Ready at Dawn",8.6,4.230,2.450,1.020,0.000,0.770,2006-03-14
772,"Final Fantasy III",DS,"Square Enix","Matrix Software",7.4,2.080,0.890,0.040,1.070,0.090,2006-11-14
773,"Resident Evil 4",PS2,Capcom,"Capcom Production Studio 4",9.6,3.620,2.080,0.830,0.460,0.250,2005-10-25
774,"LEGO Harry Potter: Years 1-4",DS,"Warner Bros. Interactive","Traveller's Tales",8.0,2.290,1.070,1.000,0.000,0.220,2010-06-29
775,"Dead Island",PS3,"Deep Silver",Techland,6.7,2.290,1.080,0.740,0.150,0.320,2011-09-06
776,"Tomb Raider II",PC,"Eidos Interactive","Core Design Ltd.",8.2,2.290,0.910,1.250,0.000,0.130,1997-10-31
777,"Need for Speed Underground 2",XB,"Electronic Arts","EA Black Box",0.0,2.280,1.380,0.800,0.000,0.100,2004-11-15
778,"Pro Evolution Soccer 2010",PS3,Konami,Konami,7.0,2.280,0.300,1.270,0.460,0.260,2009-11-03
779,"Mario Bros.",NES,Nintendo,"Nintendo R&D1",0.0,2.280,0.510,0.120,1.630,0.020,1986-06-01
780,"FIFA Soccer 09",PS2,"Electronic Arts","EA Canada",0.0,2.280,0.380,0.070,0.010,1.820,2008-10-14
781,"Star Wars Battlefront II (US sales)",PS2,LucasArts,"Pandemic Studios",0.0,2.270,2.180,0.070,0.000,0.020,2005-11-01
782,"Animal Crossing",GC,Nintendo,"Nintendo EAD",8.3,3.150,1.920,0.160,0.990,0.090,2002-09-15
783,"Classic NES Series: Super Mario Bros.",GBA,Nintendo,"Nintendo EAD",8.3,2.220,0.610,0.210,1.390,0.000,2004-06-02
784,"Kirby Squeak Squad",DS,Nintendo,"HAL Laboratory, Flagship",7.3,1.940,0.780,0.030,1.050,0.080,2006-12-06
785,"Madden NFL 12",PS3,"EA Sports","EA Tiburon",7.8,2.270,1.930,0.150,0.000,0.180,2011-08-30
786,"Borderlands 2",PS3,"2K Games","Gearbox Software",0.0,2.270,1.060,0.750,0.100,0.360,2012-09-18
787,"No Man's Sky",PS4,"Hello Games","Hello Games",6.8,2.260,0.890,0.970,0.040,0.370,2016-08-09
788,"Mario Party 10",WiiU,Nintendo,"Nd Cube Co., Ltd.",6.3,2.000,0.820,0.750,0.290,0.140,2015-03-20
789,"Cool Boarders 2",PS,"Sony Computer Entertainment","UEP Systems",0.0,2.250,1.520,0.460,0.200,0.080,1997-10-31
790,"Dynasty Warriors 4",PS2,KOEI,"Omega Force",0.0,2.110,0.630,0.210,1.130,0.130,2003-03-25
791,"Guitar Hero III: Legends of Rock",PS3,RedOctane,Neversoft,8.2,2.250,1.400,0.530,0.020,0.300,2007-10-28
792,"Just Dance Kids",Wii,Ubisoft,"Ubisoft Paris",0.0,2.250,1.520,0.540,0.000,0.190,2010-11-09
793,"Madden NFL 15",PS4,"EA Sports","EA Tiburon",0.0,2.250,1.580,0.250,0.000,0.410,2014-08-26
794,"Call of Duty 3",Wii,Activision,"EXAKT Entertainment",6.8,2.240,1.170,0.840,0.000,0.230,2006-11-14
795,"Sonic Advance",GBA,Sega,"Dimps Corporation / Sonic Team",0.0,2.240,1.190,0.710,0.220,0.130,2002-02-04
796,"Super Mario All-Stars: Limited Edition",Wii,Nintendo,"Nintendo EAD",7.2,2.620,1.040,0.520,0.920,0.140,2010-12-12
797,"Spyro: Season of Ice",GBA,"Vivendi Games","Digital Eclipse",0.0,2.230,1.290,0.830,0.000,0.110,2001-10-29
798,"Air Combat",PS,Namco,Namco,7.0,1.830,0.920,0.330,0.520,0.050,1995-06-29
799,"Teenage Mutant Ninja Turtles II: The Arcade Game",NES,"Ultra Games",Konami,0.0,2.230,1.740,0.250,0.210,0.030,1990-12-01
800,"Dance Dance Revolution X2",PS2,Konami,"Konami Computer Entertainment Tokyo",0.0,2.230,1.090,0.850,0.000,0.280,2009-10-27
801,"Battlefield V",PS4,"Electronic Arts","EA DICE",0.0,2.220,0.800,0.930,0.160,0.340,2018-11-20
802,"Prince of Persia: The Sands of Time",PS2,Ubisoft,"Ubisoft Montreal",9.0,2.220,0.880,1.030,0.000,0.310,2003-11-06
803,"FIFA 19",XOne,"Electronic Arts","EA Sports",0.0,2.220,0.560,1.500,0.000,0.160,2018-09-28
804,"Star Wars: The Force Unleashed",PS3,LucasArts,LucasArts,6.8,2.220,1.010,0.860,0.000,0.350,2008-09-16
805,"The Legend of Zelda: Link's Awakening DX",GBC,Nintendo,"Nintendo EAD",9.4,2.220,1.000,0.630,0.450,0.130,1998-10-31
806,"NBA 2K14",PS3,"2K Sports","Visual Concepts",0.0,2.220,1.450,0.340,0.040,0.390,2013-10-01
807,"Madden NFL 19",PS4,"EA Sports","EA Tiburon",0.0,2.210,1.630,0.180,0.000,0.410,2018-08-10
808,"Yokai Watch 3: Sushi / Tempura / Sukiyaki",3DS,"Level 5","Level 5",0.0,1.530,0.000,0.030,1.500,0.000,2016-07-16
809,"Guitar Hero II",X360,RedOctane,"Harmonix Music Systems",9.2,2.210,2.010,0.020,0.000,0.170,2007-04-03
810,"LEGO Indiana Jones: The Original Adventures",DS,LucasArts,"Traveller's Tales",0.0,2.200,1.400,0.600,0.000,0.210,2008-06-03
811,"Need for Speed: Hot Pursuit",X360,"Electronic Arts","Criterion Games",8.8,2.200,1.030,0.960,0.000,0.210,2010-11-16
812,Frogger,2600,"Parker Bros.",Konami,0.0,2.200,2.060,0.120,0.000,0.020,1982-01-01
813,"Rock Band 2",X360,"MTV Games","Harmonix Music Systems",9.2,2.200,1.780,0.240,0.000,0.180,2008-09-14
814,"R.B.I. Baseball",NES,Tengen,Namco,0.0,2.200,0.150,0.000,2.050,0.000,1988-01-01
815,"Wario Land 3",GB,Nintendo,"Nintendo R&D1",0.0,2.200,1.110,0.510,0.340,0.230,2000-05-01
816,"Wario Land 4",GBA,Nintendo,"Nintendo R&D1",0.0,2.260,0.900,0.730,0.540,0.090,2001-11-18
817,"BioShock 2",X360,"2K Games","2K Marin",8.6,2.200,1.450,0.540,0.020,0.200,2010-02-09
818,"High School Musical: Makin' the Cut!",DS,"Disney Interactive Studios","Artificial Mind and Movement",7.3,2.200,1.060,0.900,0.000,0.230,2007-08-14
819,"Final Fantasy XIII",X360,"Square Enix","Square Enix",8.1,2.190,1.300,0.670,0.010,0.210,2010-03-09
820,"Skylanders SWAP Force",Wii,Activision,Beenox,0.0,2.190,1.230,0.770,0.000,0.190,2013-10-13
821,"FIFA 15",XOne,"EA Sports","EA Canada",7.9,2.190,0.640,1.390,0.000,0.160,2014-09-23
822,"Star Wars: Knights of the Old Republic",XB,LucasArts,"BioWare Corp.",9.4,2.190,1.680,0.440,0.000,0.080,2003-07-17
823,"Donkey Kong Country",GBC,Nintendo,"Rare Ltd.",9.1,2.190,1.040,0.720,0.300,0.130,2000-11-04
824,"Kirby's Pinball Land",GB,Nintendo,"HAL Laboratory",0.0,2.190,0.870,0.170,1.100,0.050,1993-11-28
825,"Pro Evolution Soccer 2012",PS3,Konami,Konami,7.5,2.190,0.340,0.970,0.550,0.320,2011-09-27
826,"Need for Speed: Payback",PS4,"Electronic Arts","Ghost Games",5.8,2.180,0.620,1.180,0.040,0.340,2017-11-10
827,"Dragon Ball: Xenoverse",PS4,"Namco Bandai Games","Dimps Corporation",0.0,1.190,0.330,0.550,0.140,0.170,2015-02-24
828,"Yu-Gi-Oh: Duel Monsters 4",GB,Konami,Konami,0.0,2.180,0.000,0.000,2.170,0.010,2000-12-07
829,"ATV Offroad Fury 2",PS2,"Sony Computer Entertainment","Rainbow Studios",8.7,2.180,1.920,0.200,0.000,0.060,2002-11-09
830,"Destiny: The Taken King",PS4,Activision,Bungie,0.0,2.180,0.970,0.800,0.050,0.360,2015-09-15
831,"Spyro Reignited Trilogy",PS4,Activision,"Toys for Bob",0.0,2.170,0.750,1.070,0.000,0.350,2018-11-13
832,"Dragon Ball FighterZ",PS4,"Namco Bandai Games","Arc System Works",0.0,1.460,0.610,0.510,0.120,0.230,2018-01-26
833,"Mario Party 5",GC,Nintendo,"Hudson Soft",5.9,2.080,0.970,0.330,0.730,0.060,2003-11-10
834,"Star Wars: Rogue Squadron",N64,LucasArts,"Factor 5",9.0,2.170,1.600,0.460,0.080,0.030,1998-11-17
835,Tennis,NES,Nintendo,Nintendo,0.0,2.170,0.480,0.110,1.560,0.020,1985-10-18
836,"Ratchet: Deadlocked",PS2,"Sony Computer Entertainment","Insomniac Games",0.0,1.240,0.850,0.030,0.220,0.140,2005-10-25
837,"PlayerUnknown's Battlegrounds",XOne,"Microsoft Studios","PUBG Corporation",0.0,2.170,1.290,0.690,0.000,0.200,2017-12-12
838,"Need for Speed Rivals",PS4,"Electronic Arts","Ghost Games",0.0,2.170,0.750,1.040,0.030,0.350,2013-11-15
839,"PlayStation VR Worlds",PS4,"Sony Interactive Entertainment","SIE London Studio",0.0,2.160,0.360,1.400,0.090,0.320,2016-10-13
840,"Devil May Cry",PS2,Capcom,Capcom,9.1,2.990,1.360,0.860,0.640,0.130,2001-10-16
